SystemCodeNumber,Timestamp,price,diff,time,Occupancy,Capacity,Hour,Minute,TimeSlot,occupancyRate,EMA_occupancy
BHMBCCTHL01,2016-10-15 10:27:00,12.84,1,1751787993992,230,387,10,27,0.6147058823529411,0.5943152454780362,0.6991133748926543
Others-CCCPS105a,2016-10-07 15:30:00,12.64,1,1751787993992,1184,2009,15,30,0.9117647058823529,0.5893479342956695,0.5309203347227738
BHMBCCTHL01,2016-10-16 16:31:00,12.83,1,1751787993992,253,387,16,31,0.9715686274509804,0.6537467700258398,0.6764300724592471
BHMNCPNST01,2016-11-02 11:56:00,12.74,1,1751787993992,317,485,11,56,0.7019607843137255,0.6536082474226804,0.6109024197401727
Others-CCCPS119a,2016-10-25 13:56:00,11.97,1,1751787993992,675,2803,13,56,0.8196078431372549,0.24081341419907243,0.2097834673454708
Shopping,2016-10-11 13:04:00,12.79,1,1751787993992,1425,1920,13,4,0.7686274509803921,0.7421875,0.7111001174183669
Others-CCCPS202,2016-10-26 09:59:00,12.3,1,1751787993992,1127,2937,9,59,0.5872549019607842,0.38372488934286686,0.33827659367766044
BHMNCPNST01,2016-11-13 12:00:00,12.79,1,1751787993992,211,485,12,0,0.7058823529411765,0.4350515463917526,0.5229769830659626
Shopping,2016-10-23 07:59:00,12.56,1,1751787993992,297,1920,7,59,0.4696078431372549,0.1546875,0.4328938087091834
BHMEURBRD01,2016-11-25 14:34:00,12.61,1,1751787993992,378,470,14,34,0.8568627450980392,0.8042553191489362,0.6112377055239961
BHMBCCTHL01,2016-10-31 10:26:00,12.76,1,1751787993992,203,387,10,26,0.6137254901960785,0.524547803617571,0.6004889380384091
Others-CCCPS202,2016-11-30 08:02:00,12.17,1,1751787993992,612,2937,8,2,0.4725490196078431,0.2083758937691522,0.2733262437234063
Others-CCCPS202,2016-10-30 13:06:00,12.37,1,1751787993992,695,2937,13,6,0.7705882352941176,0.23663602315287707,0.25498113343814166
Others-CCCPS135a,2016-12-15 13:26:00,12.88,1,1751787993992,3373,3883,13,26,0.7901960784313725,0.8686582539273757,0.7441038434981511
Others-CCCPS8,2016-11-07 15:00:00,12.51,1,1751787993992,594,1322,15,0,0.8823529411764706,0.4493192133131619,0.4289059902982749
Others-CCCPS202,2016-11-25 13:27:00,12.4,1,1751787993992,1286,2937,13,27,0.7911764705882353,0.43786176370446034,0.34642144857130097
BHMBCCTHL01,2016-11-06 15:26:00,12.82,1,1751787993992,345,387,15,26,0.907843137254902,0.8914728682170543,0.7459809031277317
BHMMBMMBX01,2016-12-13 12:02:00,12.9,1,1751787993992,591,687,12,2,0.707843137254902,0.8602620087336245,0.8593490138048897
Others-CCCPS105a,2016-11-01 10:26:00,12.65,1,1751787993992,1108,2009,10,26,0.6137254901960785,0.5515181682429069,0.5412192514828403
Others-CCCPS105a,2016-10-14 15:27:00,12.67,1,1751787993992,1126,2009,15,27,0.9088235294117647,0.560477849676456,0.5508485505796481
Others-CCCPS105a,2016-10-30 10:25:00,12.64,1,1751787993992,759,2009,10,25,0.6127450980392156,0.37779990044798406,0.4643242255138161
Others-CCCPS135a,2016-11-25 10:00:00,12.87,1,1751787993992,2798,3883,10,0,0.5882352941176471,0.7205768735513778,0.7323403585247644
Shopping,2016-11-10 10:00:00,12.62,1,1751787993992,1244,1920,10,0,0.5882352941176471,0.6479166666666667,0.540405237687925
BHMEURBRD01,2016-10-16 11:01:00,12.55,1,1751787993992,137,470,11,1,0.6480392156862745,0.29148936170212764,0.4513635336130619
BHMBCCMKT01,2016-12-08 12:25:00,12.52,1,1751787993992,219,577,12,25,0.7303921568627451,0.37954939341421146,0.39517990271136844
Broad Street,2016-11-16 13:27:00,12.78,1,1751787993992,664,690,13,27,0.7911764705882353,0.9623188405797102,0.8222836140849608
BHMNCPNST01,2016-11-11 13:34:00,12.82,1,1751787993992,310,485,13,34,0.7980392156862745,0.6391752577319587,0.5810761203989607
BHMNCPNST01,2016-12-07 08:52:00,12.65,1,1751787993992,186,485,8,52,0.5215686274509804,0.3835051546391753,0.482290637519068
Broad Street,2016-11-28 08:32:00,12.67,1,1751787993992,295,690,8,32,0.5019607843137255,0.427536231884058,0.6249099229845094
Broad Street,2016-10-13 09:31:00,12.7,1,1751787993992,474,690,9,31,0.5598039215686275,0.6869565217391305,0.65593322236182
BHMEURBRD01,2016-11-02 16:30:00,12.65,1,1751787993992,367,470,16,30,0.9705882352941176,0.7808510638297872,0.6161072987214246
Others-CCCPS135a,2016-11-25 16:00:00,12.84,1,1751787993992,2470,3883,16,0,0.9411764705882353,0.6361061035281999,0.6842232310264822
Others-CCCPS119a,2016-12-19 15:03:00,12.13,1,1751787993992,1274,2803,15,3,0.8852941176470589,0.45451302176239744,0.3321482445539341
Others-CCCPS119a,2016-10-28 08:16:00,11.94,1,1751787993992,185,2803,8,16,0.4862745098039216,0.06600071352122726,0.1990744790375807
Others-CCCPS119a,2016-10-28 08:16:00,11.94,1,1751787993992,185,2803,8,16,0.4862745098039216,0.06600071352122726,0.13253759627940398
BHMNCPHST01,2016-12-08 15:59:00,12.53,1,1751787993992,668,1200,15,59,0.9401960784313725,0.5566666666666666,0.48232498307189864
BHMMBMMBX01,2016-11-11 08:00:00,12.8,1,1751787993992,336,687,8,0,0.47058823529411764,0.4890829694323144,0.674215991618602
Broad Street,2016-10-27 16:26:00,12.76,1,1751787993992,541,690,16,26,0.9666666666666667,0.7840579710144927,0.7199955966881564
Shopping,2016-12-07 13:59:00,12.72,1,1751787993992,1524,1920,13,59,0.8225490196078431,0.79375,0.6670776188439624
BHMEURBRD01,2016-10-06 13:30:00,12.75,1,1751787993992,460,470,13,30,0.7941176470588235,0.9787234042553191,0.7974153514883718
Others-CCCPS119a,2016-11-27 12:32:00,12.21,1,1751787993992,826,2803,12,32,0.7372549019607844,0.294684266856939,0.21361093156817149
BHMNCPNST01,2016-12-16 13:56:00,12.64,1,1751787993992,258,485,13,56,0.8196078431372549,0.5319587628865979,0.507124700202833
BHMNCPNST01,2016-11-25 09:00:00,12.62,1,1751787993992,235,485,9,0,0.5294117647058824,0.4845360824742268,0.4958303913385299
BHMNCPHST01,2016-10-15 11:27:00,12.55,1,1751787993992,278,1200,11,27,0.6735294117647058,0.23166666666666666,0.35699582486928266
BHMNCPHST01,2016-11-13 14:27:00,12.62,1,1751787993992,346,1200,14,27,0.85,0.28833333333333333,0.32266457910130797
Others-CCCPS135a,2016-11-07 10:59:00,12.85,1,1751787993992,3054,3883,10,59,0.646078431372549,0.7865052794231264,0.7353642552248043
Others-CCCPS135a,2016-10-19 11:25:00,12.86,1,1751787993992,3042,3883,11,25,0.6715686274509803,0.7834148853978883,0.7593895703113462
BHMEURBRD01,2016-11-28 14:32:00,12.8,1,1751787993992,417,470,14,32,0.8549019607843137,0.8872340425531915,0.8423246970207816
Others-CCCPS135a,2016-10-30 14:32:00,12.84,1,1751787993992,854,3883,14,32,0.8549019607843137,0.2199330414627865,0.48966130588706636
BHMBCCMKT01,2016-11-18 15:28:00,12.44,1,1751787993992,164,577,15,28,0.9098039215686274,0.28422876949740034,0.3397043361043844
Others-CCCPS135a,2016-10-11 08:30:00,12.71,1,1751787993992,1524,3883,8,30,0.5,0.39248004120525365,0.44107067354616003
Others-CCCPS105a,2016-11-29 11:01:00,12.73,1,1751787993992,1306,2009,11,1,0.6480392156862745,0.6500746640119462,0.5571994447628812
Others-CCCPS98,2016-12-16 14:56:00,12.24,1,1751787993992,987,3103,14,56,0.8784313725490196,0.3180792781179504,0.31558048992543986
BHMNCPNST01,2016-10-10 10:30:00,12.65,1,1751787993992,314,485,10,30,0.6176470588235294,0.6474226804123712,0.5716265358754505
Broad Street,2016-10-19 11:59:00,12.8,1,1751787993992,634,690,11,59,0.7049019607843137,0.9188405797101449,0.8194180881991506
BHMBCCMKT01,2016-10-08 08:57:00,12.22,1,1751787993992,75,577,8,57,0.526470588235294,0.12998266897746968,0.23484350254092703
Others-CCCPS8,2016-11-07 10:26:00,12.51,1,1751787993992,526,1322,10,26,0.6137254901960785,0.3978819969742814,0.41339399363627816
BHMBCCTHL01,2016-11-21 11:57:00,12.85,1,1751787993992,340,387,11,57,0.7029411764705882,0.8785529715762274,0.8122669373519795
Others-CCCPS98,2016-10-11 15:03:00,12.27,1,1751787993992,1155,3103,15,3,0.8852941176470589,0.3722204318401547,0.34390046088279724
Broad Street,2016-10-18 16:27:00,12.82,1,1751787993992,525,690,16,27,0.9676470588235294,0.7608695652173914,0.790143826708271
BHMMBMMBX01,2016-12-19 14:03:00,12.84,1,1751787993992,678,687,14,3,0.8264705882352942,0.9868995633187773,0.8305577774686896
BHMNCPHST01,2016-11-23 10:04:00,12.63,1,1751787993992,716,1200,10,4,0.592156862745098,0.5966666666666667,0.4596656228839873
BHMBCCTHL01,2016-11-28 12:01:00,12.89,1,1751787993992,384,387,12,1,0.7068627450980393,0.9922480620155039,0.9022574996837417
Broad Street,2016-11-06 09:33:00,12.59,1,1751787993992,85,690,9,33,0.5617647058823529,0.12318840579710146,0.4566661162526862
BHMEURBRD01,2016-11-14 10:00:00,12.82,1,1751787993992,353,470,10,0,0.5882352941176471,0.7510638297872341,0.7966942634040078
BHMBCCMKT01,2016-10-22 09:26:00,12.07,1,1751787993992,93,577,9,26,0.5549019607843138,0.1611785095320624,0.1980110060364947
Others-CCCPS8,2016-11-19 12:31:00,12.57,1,1751787993992,842,1322,12,31,0.7362745098039216,0.6369137670196672,0.5251538803279727
Others-CCCPS135a,2016-11-17 14:58:00,12.75,1,1751787993992,3125,3883,14,58,0.8803921568627451,0.8047901107391192,0.6229303921426397
BHMMBMMBX01,2016-12-05 12:29:00,12.88,1,1751787993992,575,687,12,29,0.734313725490196,0.8369723435225619,0.8337650604956257
BHMMBMMBX01,2016-11-23 08:30:00,12.72,1,1751787993992,271,687,8,30,0.5,0.39446870451237265,0.6141168825039992
Others-CCCPS119a,2016-10-08 14:57:00,12.12,1,1751787993992,580,2803,14,57,0.8794117647058823,0.20692115590438814,0.21026604373627983
Shopping,2016-10-13 09:57:00,12.74,1,1751787993992,1240,1920,9,57,0.5852941176470587,0.6458333333333334,0.6564554760886478
Others-CCCPS8,2016-12-18 09:56:00,12.54,1,1751787993992,413,1322,9,56,0.5843137254901961,0.3124054462934947,0.4187796633107337
BHMMBMMBX01,2016-12-02 10:28:00,12.79,1,1751787993992,653,687,10,28,0.615686274509804,0.950509461426492,0.7823131719652456
Others-CCCPS135a,2016-11-11 08:00:00,12.6,1,1751787993992,1145,3883,8,0,0.47058823529411764,0.2948750965748133,0.45890274435872647
BHMMBMMBX01,2016-10-24 08:29:00,12.71,1,1751787993992,312,687,8,29,0.4990196078431372,0.45414847161572053,0.618230821790483
BHMBCCMKT01,2016-12-14 10:30:00,11.94,1,1751787993992,103,577,10,30,0.6176470588235294,0.17850953206239167,0.1882602690494432
Others-CCCPS98,2016-12-06 15:02:00,12.3,1,1751787993992,1093,3103,15,2,0.884313725490196,0.35223976796648404,0.34807011442464064
BHMMBMMBX01,2016-10-06 08:57:00,12.72,1,1751787993992,447,687,8,57,0.526470588235294,0.6506550218340611,0.634442921812272
Others-CCCPS119a,2016-11-22 14:57:00,12.04,1,1751787993992,594,2803,14,57,0.8794117647058823,0.21191580449518374,0.21109092411573177
BHMBCCMKT01,2016-12-07 11:59:00,11.98,1,1751787993992,177,577,11,59,0.7049019607843137,0.30675909878682844,0.24750968391813583
Broad Street,2016-10-06 11:30:00,12.68,1,1751787993992,657,690,11,30,0.6764705882352942,0.9521739130434783,0.7044200146480822
Others-CCCPS98,2016-10-11 16:26:00,12.3,1,1751787993992,941,3103,16,26,0.9666666666666667,0.3032549145987754,0.325662514511708
BHMEURBRD01,2016-11-25 08:00:00,12.64,1,1751787993992,132,470,8,0,0.47058823529411764,0.28085106382978725,0.5387726636168976
BHMEURBRD01,2016-11-25 08:00:00,12.64,1,1751787993992,132,470,8,0,0.47058823529411764,0.28085106382978725,0.40981186372334244
BHMMBMMBX01,2016-11-05 08:26:00,12.63,1,1751787993992,256,687,8,26,0.49607843137254903,0.3726346433770015,0.5035387825946367
BHMNCPNST01,2016-10-26 15:59:00,12.7,1,1751787993992,340,485,15,59,0.9401960784313725,0.7010309278350515,0.6363287318552511
Others-CCCPS8,2016-10-16 10:34:00,12.59,1,1751787993992,736,1322,10,34,0.6215686274509804,0.556732223903177,0.48775594360695534
BHMBCCTHL01,2016-11-10 08:00:00,12.72,1,1751787993992,107,387,8,0,0.47058823529411764,0.27648578811369506,0.5893716438987184
Others-CCCPS105a,2016-12-10 14:25:00,12.76,1,1751787993992,1524,2009,14,25,0.8480392156862745,0.7585863613738179,0.6578929030683496
BHMBCCMKT01,2016-12-02 14:25:00,12.02,1,1751787993992,186,577,14,25,0.8480392156862745,0.3223570190641248,0.2849333514911303
Others-CCCPS98,2016-12-06 07:56:00,12.08,1,1751787993992,495,3103,7,56,0.4666666666666667,0.15952304221720914,0.24259277836445858
BHMMBMMBX01,2016-10-23 13:26:00,12.72,1,1751787993992,401,687,13,26,0.7901960784313725,0.5836972343522562,0.5436180084734464
Others-CCCPS202,2016-11-03 15:00:00,12.43,1,1751787993992,1276,2937,15,0,0.8823529411764706,0.4344569288389513,0.3904391887051262
BHMNCPNST01,2016-12-15 11:03:00,12.69,1,1751787993992,284,485,11,3,0.65,0.5855670103092784,0.6109478710822647
BHMNCPHST01,2016-11-12 12:27:00,12.68,1,1751787993992,449,1200,12,27,0.7323529411764705,0.37416666666666665,0.416916144775327
BHMNCPNST01,2016-10-11 10:30:00,12.73,1,1751787993992,371,485,10,30,0.6176470588235294,0.7649484536082474,0.687948162345256
BHMBCCTHL01,2016-11-06 08:26:00,12.51,1,1751787993992,52,387,8,26,0.49607843137254903,0.1343669250645995,0.36186928448165895
Others-CCCPS8,2016-12-06 08:56:00,12.5,1,1751787993992,429,1322,8,56,0.5254901960784314,0.3245083207261725,0.4061321321665639
Shopping,2016-11-09 16:00:00,12.76,1,1751787993992,1191,1920,16,0,0.9411764705882353,0.6203125,0.638383988044324
Broad Street,2016-12-05 15:29:00,12.75,1,1751787993992,581,690,15,29,0.9107843137254902,0.8420289855072464,0.7732245000776643
Others-CCCPS105a,2016-10-14 12:01:00,12.81,1,1751787993992,1225,2009,12,1,0.7068627450980393,0.6097560975609756,0.6338245003146625
BHMNCPNST01,2016-11-10 16:27:00,12.74,1,1751787993992,294,485,16,27,0.9676470588235294,0.6061855670103092,0.6470668646777826
BHMNCPNST01,2016-11-07 13:33:00,12.78,1,1751787993992,251,485,13,33,0.7970588235294118,0.5175257731958763,0.5822963189368295
BHMMBMMBX01,2016-11-11 13:00:00,12.78,1,1751787993992,422,687,13,0,0.7647058823529411,0.6142649199417758,0.5789414642076112
Others-CCCPS119a,2016-10-09 10:30:00,11.93,1,1751787993992,230,2803,10,30,0.6176470588235294,0.08205494113449875,0.14657293262511525
Broad Street,2016-10-05 10:30:00,12.79,1,1751787993992,598,690,10,30,0.6176470588235294,0.8666666666666667,0.8199455833721655
Others-CCCPS105a,2016-12-15 16:03:00,12.82,1,1751787993992,1458,2009,16,3,0.9441176470588236,0.7257341961174714,0.679779348216067
Shopping,2016-10-19 13:58:00,12.77,1,1751787993992,1390,1920,13,58,0.8215686274509804,0.7239583333333334,0.6811711606888287
Shopping,2016-11-22 13:31:00,12.83,1,1751787993992,1497,1920,13,31,0.7950980392156863,0.7796875,0.7304293303444143
BHMEURBRD01,2016-12-14 12:02:00,12.74,1,1751787993992,438,470,12,2,0.707843137254902,0.9319148936170213,0.6708633786701819
Others-CCCPS202,2016-11-22 07:57:00,12.2,1,1751787993992,615,2937,7,57,0.4676470588235294,0.2093973442288049,0.2999182664669655
BHMMBMMBX01,2016-11-17 10:31:00,12.78,1,1751787993992,477,687,10,31,0.6186274509803922,0.6943231441048034,0.6366323041562073
BHMBCCMKT01,2016-10-15 11:27:00,12.12,1,1751787993992,239,577,11,27,0.6735294117647058,0.41421143847487,0.3495723949830002
BHMBCCMKT01,2016-10-23 13:26:00,12.33,1,1751787993992,192,577,13,26,0.7901960784313725,0.3327556325823224,0.34116401378266126
BHMBCCMKT01,2016-12-19 11:30:00,12.3,1,1751787993992,175,577,11,30,0.6764705882352942,0.30329289428076256,0.3222284540317119
Others-CCCPS105a,2016-11-13 12:27:00,12.85,1,1751787993992,871,2009,12,27,0.7323529411764705,0.4335490293678447,0.5566641887919559
Others-CCCPS98,2016-11-26 12:01:00,12.28,1,1751787993992,1041,3103,12,1,0.7068627450980393,0.3354817918143732,0.2890372850894159
Others-CCCPS202,2016-12-08 11:59:00,12.29,1,1751787993992,1356,2937,11,59,0.7049019607843137,0.4616956077630235,0.38080693711499447
BHMMBMMBX01,2016-12-15 16:30:00,12.83,1,1751787993992,608,687,16,30,0.9705882352941176,0.8850072780203785,0.7608197910882929
BHMEURBRD01,2016-11-20 09:01:00,12.52,1,1751787993992,42,470,9,1,0.5303921568627451,0.08936170212765958,0.38011254039892073
Others-CCCPS98,2016-11-26 13:01:00,12.44,1,1751787993992,1210,3103,13,1,0.765686274509804,0.38994521430873347,0.3394912496990747
Shopping,2016-10-15 14:27:00,12.76,1,1751787993992,880,1920,14,27,0.85,0.4583333333333333,0.5943813318388738
BHMNCPHST01,2016-10-07 10:57:00,12.65,1,1751787993992,656,1200,10,57,0.6441176470588235,0.5466666666666666,0.4817914057209968
Others-CCCPS202,2016-10-14 16:01:00,12.3,1,1751787993992,1023,2937,16,1,0.942156862745098,0.34831460674157305,0.36456077192828373
Others-CCCPS8,2016-11-29 10:01:00,12.51,1,1751787993992,623,1322,10,1,0.5892156862745098,0.4712556732223903,0.4386939026944771
BHMMBMMBX01,2016-11-23 12:31:00,12.87,1,1751787993992,614,687,12,31,0.7362745098039216,0.893740902474527,0.8272803467814099
BHMBCCTHL01,2016-10-24 12:56:00,12.6,1,1751787993992,299,387,12,56,0.7607843137254902,0.772609819121447,0.5672395518015529
Others-CCCPS105a,2016-11-16 08:27:00,12.71,1,1751787993992,740,2009,8,27,0.4970588235294117,0.36834245893479345,0.46250332386337467
Others-CCCPS98,2016-11-13 08:27:00,12.27,1,1751787993992,463,3103,8,27,0.4970588235294117,0.14921044150821786,0.24435084560364628
Others-CCCPS105a,2016-10-08 14:30:00,12.73,1,1751787993992,1388,2009,14,30,0.8529411764705882,0.6908909905425585,0.5766971572029667
Others-CCCPS202,2016-10-24 14:56:00,12.35,1,1751787993992,1256,2937,14,56,0.8784313725490196,0.4276472591079333,0.3961040155181085
Broad Street,2016-12-12 15:56:00,12.82,1,1751787993992,533,690,15,56,0.9372549019607843,0.7724637681159421,0.7962046757440537
BHMEURBRD01,2016-11-25 12:34:00,12.65,1,1751787993992,385,470,12,34,0.7392156862745098,0.8191489361702128,0.5996307382845667
Others-CCCPS119a,2016-11-24 10:27:00,11.88,1,1751787993992,506,2803,10,27,0.6147058823529411,0.18052087049589724,0.16354690156050625
Others-CCCPS119a,2016-10-09 14:03:00,11.95,1,1751787993992,480,2803,14,3,0.8264705882352942,0.17124509454156261,0.16739599805103444
Others-CCCPS98,2016-11-13 10:00:00,12.25,1,1751787993992,525,3103,10,0,0.5882352941176471,0.1691911053818885,0.2067709754927674
BHMMBMMBX01,2016-10-23 08:59:00,12.8,1,1751787993992,297,687,8,59,0.5284313725490195,0.43231441048034935,0.6297973786308797
Others-CCCPS105a,2016-10-22 14:59:00,12.74,1,1751787993992,1357,2009,14,59,0.8813725490196078,0.6754604280736685,0.6260787926383176
Others-CCCPS105a,2016-12-13 14:29:00,12.75,1,1751787993992,1418,2009,14,29,0.8519607843137255,0.7058237929318069,0.6659512927850622
BHMBCCMKT01,2016-11-12 12:00:00,12.46,1,1751787993992,291,577,12,0,0.7058823529411765,0.5043327556325823,0.4132806048321471
Others-CCCPS8,2016-10-10 15:57:00,12.52,1,1751787993992,594,1322,15,57,0.9382352941176471,0.4493192133131619,0.4440065580038195
BHMMBMMBX01,2016-11-27 13:08:00,12.85,1,1751787993992,465,687,13,8,0.7725490196078431,0.6768558951965066,0.6533266369136932
Others-CCCPS98,2016-10-12 14:34:00,12.4,1,1751787993992,1165,3103,14,34,0.8568627450980392,0.37544311956171444,0.2911070475272409
Shopping,2016-12-09 08:29:00,12.67,1,1751787993992,767,1920,8,29,0.4990196078431372,0.39947916666666666,0.4969302492527702
Others-CCCPS8,2016-12-01 08:25:00,12.41,1,1751787993992,482,1322,8,25,0.49509803921568624,0.36459909228441756,0.4043028251441185
Others-CCCPS105a,2016-10-24 09:55:00,12.69,1,1751787993992,889,2009,9,55,0.5833333333333333,0.4425087108013937,0.5542300017932279
BHMNCPHST01,2016-11-15 09:57:00,12.65,1,1751787993992,681,1200,9,57,0.5852941176470587,0.5675,0.5246457028604984
BHMEURBRD01,2016-11-04 10:26:00,12.73,1,1751787993992,418,470,10,26,0.6137254901960785,0.8893617021276595,0.7444962202061132
BHMMBMMBX01,2016-10-05 13:57:00,12.87,1,1751787993992,635,687,13,57,0.8205882352941176,0.9243085880640466,0.78881761248887
BHMMBMMBX01,2016-12-08 11:32:00,12.88,1,1751787993992,627,687,11,32,0.6784313725490196,0.9126637554585153,0.8507406839736926
Others-CCCPS98,2016-10-27 07:59:00,12.26,1,1751787993992,715,3103,7,59,0.4696078431372549,0.23042217209152432,0.26076460980938265
Broad Street,2016-10-17 14:57:00,12.85,1,1751787993992,624,690,14,57,0.8794117647058823,0.9043478260869565,0.8502762509155051
Others-CCCPS105a,2016-10-28 13:02:00,12.76,1,1751787993992,1344,2009,13,2,0.7666666666666666,0.6689895470383276,0.6116097744157778
BHMNCPHST01,2016-12-15 16:30:00,12.67,1,1751787993992,663,1200,16,30,0.9705882352941176,0.5525,0.5385728514302492
Others-CCCPS119a,2016-11-03 12:00:00,12.12,1,1751787993992,553,2803,12,0,0.7058823529411765,0.19728861933642525,0.18234230869372986
BHMEURBRD01,2016-11-15 12:57:00,12.81,1,1751787993992,460,470,12,57,0.7617647058823529,0.9787234042553191,0.8616098122307161
BHMEURBRD01,2016-11-04 08:59:00,12.81,1,1751787993992,347,470,8,59,0.5284313725490195,0.7382978723404255,0.7999538422855708
Others-CCCPS135a,2016-12-16 14:30:00,12.67,1,1751787993992,2813,3883,14,30,0.8529411764705882,0.7244398660829255,0.591671305220826
